nama_sample,ph_label,ppm_label,status_air,kelayakan,jenis_air,raw_ph,volt_ph,raw_tds,volt_tds,comp_volt_tds,raw_turb,volt_turb,ntu_sensor,suhu
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49991.20,2.5173,20076.60,1.0110,0.9481,2100,1.6923,2.56,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),50026.40,2.5191,20036.40,1.0089,0.9462,2101,1.6931,2.51,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49877.50,2.5116,26916.50,1.3554,1.2712,2099,1.6915,2.62,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49429.30,2.4890,17874.40,0.9001,0.8441,2101,1.6931,2.51,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),50127.20,2.5241,22470.50,1.1315,1.0612,2099,1.6915,2.62,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49731.90,2.5042,24655.20,1.2415,1.1644,2098,1.6907,2.67,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49872.70,2.5113,19089.00,0.9612,0.9015,2101,1.6931,2.51,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),50653.60,2.5507,23282.10,1.1724,1.0995,2100,1.6923,2.56,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),50660.00,2.5510,23568.50,1.1868,1.1130,2090,1.6842,3.08,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49943.20,2.5149,18063.40,0.9096,0.8531,2099,1.6915,2.62,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49923.90,2.5139,24197.50,1.2185,1.1428,2114,1.7036,1.85,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),50312.50,2.5335,24461.50,1.2318,1.1552,2112,1.7020,1.95,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49789.50,2.5071,18826.60,0.9480,0.8891,2104,1.6955,2.36,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49898.30,2.5126,23613.30,1.1890,1.1152,2103,1.6947,2.41,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49819.80,2.5087,24088.60,1.2130,1.1376,2101,1.6931,2.51,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49880.70,2.5117,20158.20,1.0151,0.9520,2101,1.6931,2.51,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49338.10,2.4844,23104.40,1.1634,1.0911,2101,1.6931,2.51,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49803.90,2.5079,25232.90,1.2706,1.1917,2098,1.6907,2.67,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49916.00,2.5135,18498.50,0.9315,0.8736,2097,1.6899,2.72,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49670.90,2.5012,21894.50,1.1025,1.0340,2101,1.6931,2.51,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49683.90,2.5018,25093.60,1.2636,1.1851,2098,1.6907,2.67,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49587.70,2.4970,16789.30,0.8454,0.7929,2098,1.6907,2.67,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49208.40,2.4779,21422.50,1.0787,1.0117,2099,1.6915,2.62,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49690.00,2.5021,23389.30,1.1778,1.1046,2100,1.6923,2.56,28.31
GalonGaram,8.8,15.2,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),49973.20,2.5164,19310.00,0.9724,0.9119,2096,1.6891,2.77,28.31
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57876.40,2.9144,17181.50,0.8652,0.8279,2106,1.6971,2.26,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57937.20,2.9174,17064.80,0.8593,0.8223,2108,1.6988,2.15,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57530.30,2.8969,16925.40,0.8523,0.8156,2102,1.6939,2.46,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57637.50,2.9023,17010.30,0.8565,0.8197,2117,1.7060,1.69,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57840.80,2.9126,16963.80,0.8542,0.8174,2090,1.6842,3.08,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57877.90,2.9144,17127.10,0.8624,0.8253,2103,1.6947,2.41,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57242.20,2.8824,16959.00,0.8540,0.8172,2090,1.6842,3.08,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57653.50,2.9031,17119.10,0.8620,0.8249,2095,1.6883,2.82,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57669.70,2.9039,17002.30,0.8561,0.8193,2088,1.6826,3.18,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57223.00,2.8815,17061.50,0.8591,0.8221,2105,1.6963,2.31,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57501.50,2.8955,17098.30,0.8610,0.8239,2111,1.7012,2.00,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57538.30,2.8973,16938.30,0.8529,0.8162,2127,1.7141,1.18,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57517.50,2.8963,17023.10,0.8572,0.8203,2107,1.6979,2.21,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57480.70,2.8944,16991.10,0.8556,0.8187,2097,1.6899,2.72,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57245.50,2.8826,17013.50,0.8567,0.8198,2104,1.6955,2.36,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57399.10,2.8903,16931.80,0.8526,0.8159,2111,1.7012,2.00,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57371.90,2.8889,16887.10,0.8503,0.8137,2109,1.6996,2.10,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57314.30,2.8860,17031.00,0.8576,0.8207,2105,1.6963,2.31,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57412.00,2.8910,16871.00,0.8495,0.8130,2082,1.6778,3.49,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57301.50,2.8854,16829.50,0.8474,0.8110,2103,1.6947,2.41,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57239.10,2.8823,16938.20,0.8529,0.8172,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57224.70,2.8815,16747.70,0.8433,0.8070,2105,1.6963,2.31,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57824.80,2.9118,16690.10,0.8404,0.8042,2105,1.6963,2.31,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57373.50,2.8890,16808.60,0.8464,0.8109,2099,1.6915,2.62,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57215.10,2.8811,16762.10,0.8441,0.8077,2107,1.6979,2.21,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57107.90,2.8757,16763.70,0.8441,0.8087,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57173.50,2.8790,16693.40,0.8406,0.8044,2112,1.7020,1.95,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57149.50,2.8777,16736.50,0.8428,0.8074,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57109.50,2.8757,16688.60,0.8404,0.8042,2091,1.6851,3.03,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57253.50,2.8830,16677.40,0.8398,0.8036,2110,1.7004,2.05,27.25
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57013.50,2.8709,16782.90,0.8451,0.8097,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56554.20,2.8478,16747.70,0.8433,0.8080,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57127.10,2.8766,16658.10,0.8388,0.8037,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57331.90,2.8869,16723.70,0.8421,0.8068,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57115.90,2.8761,16694.90,0.8407,0.8054,2099,1.6915,2.62,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57245.50,2.8826,16688.50,0.8403,0.8051,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56976.70,2.8690,16698.10,0.8408,0.8056,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56949.40,2.8677,16659.70,0.8389,0.8037,2112,1.7020,1.95,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57106.30,2.8756,16659.70,0.8389,0.8037,2113,1.7028,1.90,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56331.80,2.8366,16626.20,0.8372,0.8021,2111,1.7012,2.00,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57055.10,2.8730,16502.80,0.8310,0.7962,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56930.10,2.8667,16624.50,0.8371,0.8020,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56901.30,2.8653,16680.60,0.8399,0.8047,2099,1.6915,2.62,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56934.90,2.8669,16573.20,0.8345,0.7996,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56800.60,2.8602,16653.30,0.8386,0.8034,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56790.90,2.8597,16589.30,0.8354,0.8003,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56867.90,2.8636,16661.20,0.8390,0.8038,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56674.00,2.8538,16736.60,0.8428,0.8074,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56867.50,2.8635,16675.80,0.8397,0.8045,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),57347.80,2.8877,16651.70,0.8385,0.8033,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56907.60,2.8656,16602.00,0.8360,0.8009,2101,1.6931,2.51,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56598.90,2.8500,16616.50,0.8367,0.8016,2107,1.6979,2.21,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56774.70,2.8589,16594.10,0.8356,0.8006,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56841.90,2.8623,16630.80,0.8374,0.8023,2097,1.6899,2.72,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56643.40,2.8523,16674.20,0.8396,0.8044,2107,1.6979,2.21,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56689.80,2.8546,16566.80,0.8342,0.7993,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56521.90,2.8461,16475.50,0.8296,0.7948,2104,1.6955,2.36,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56688.20,2.8545,16518.70,0.8318,0.7969,2099,1.6915,2.62,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56603.40,2.8503,16478.90,0.8298,0.7950,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56710.60,2.8556,16602.00,0.8360,0.8009,2104,1.6955,2.36,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56814.70,2.8609,16664.60,0.8391,0.8040,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56598.60,2.8500,16608.50,0.8363,0.8013,2104,1.6955,2.36,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56661.00,2.8532,16520.40,0.8319,0.7970,2104,1.6955,2.36,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56734.60,2.8569,16661.40,0.8390,0.8038,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56489.80,2.8445,16533.20,0.8325,0.7976,2112,1.7020,1.95,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56609.90,2.8506,16462.70,0.8290,0.7942,2112,1.7020,1.95,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56630.60,2.8516,16578.20,0.8348,0.7998,2113,1.7028,1.90,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56673.80,2.8538,16702.90,0.8411,0.8058,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56877.10,2.8640,16597.30,0.8358,0.8007,2107,1.6979,2.21,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56368.40,2.8384,16614.80,0.8366,0.8016,2096,1.6891,2.77,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56502.60,2.8452,16501.10,0.8309,0.7961,2100,1.6923,2.56,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55917.10,2.8157,16595.60,0.8357,0.8006,2099,1.6915,2.62,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56505.90,2.8453,16571.60,0.8345,0.7995,2103,1.6947,2.41,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56387.40,2.8394,16690.20,0.8404,0.8052,2100,1.6923,2.56,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56374.60,2.8387,16581.30,0.8349,0.7999,2103,1.6947,2.41,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56619.70,2.8511,16590.80,0.8354,0.8004,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56285.00,2.8342,16522.00,0.8320,0.7971,2113,1.7028,1.90,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56976.70,2.8690,16611.60,0.8365,0.8014,2112,1.7020,1.95,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56248.20,2.8324,16554.00,0.8336,0.7986,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56355.40,2.8378,16664.40,0.8391,0.8040,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56390.60,2.8395,16550.90,0.8334,0.7985,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56320.20,2.8360,16643.70,0.8381,0.8030,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56301.00,2.8350,16573.20,0.8345,0.7996,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56502.70,2.8452,16475.50,0.8296,0.7948,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56406.60,2.8403,16478.70,0.8298,0.7950,2097,1.6899,2.72,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55675.40,2.8035,16485.10,0.8301,0.7953,2103,1.6947,2.41,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56413.00,2.8407,16528.60,0.8323,0.7974,2104,1.6955,2.36,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55608.20,2.8001,16667.70,0.8393,0.8041,2103,1.6947,2.41,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56326.60,2.8363,16618.10,0.8368,0.8017,2100,1.6923,2.56,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56312.30,2.8356,16482.00,0.8299,0.7952,2099,1.6915,2.62,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56145.80,2.8272,16560.40,0.8339,0.7989,2101,1.6931,2.51,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56169.80,2.8284,16621.30,0.8370,0.8019,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56826.00,2.8615,16614.90,0.8366,0.8016,2101,1.6931,2.51,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56402.00,2.8401,16549.20,0.8333,0.7984,2104,1.6955,2.36,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55944.20,2.8171,16627.60,0.8373,0.8022,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55965.00,2.8181,16696.50,0.8407,0.8055,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56097.80,2.8248,16728.50,0.8424,0.8071,2107,1.6979,2.21,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56541.20,2.8471,16832.60,0.8476,0.8121,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55993.80,2.8196,16680.50,0.8399,0.8047,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55212.90,2.7802,16629.30,0.8374,0.8023,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55857.80,2.8127,16654.80,0.8386,0.8035,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56110.60,2.8254,16571.60,0.8345,0.7995,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55929.80,2.8163,16565.20,0.8341,0.7992,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55369.70,2.7881,16646.70,0.8382,0.8031,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56179.50,2.8289,16574.90,0.8346,0.7996,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55985.80,2.8192,16563.70,0.8341,0.7991,2112,1.7020,1.95,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56049.80,2.8224,16685.30,0.8402,0.8050,2113,1.7028,1.90,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56064.30,2.8231,16597.20,0.8357,0.8007,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55430.50,2.7912,16664.40,0.8391,0.8049,2109,1.6996,2.10,27.13
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55965.00,2.8181,16590.90,0.8354,0.8004,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56069.00,2.8233,16478.80,0.8298,0.7950,2106,1.6971,2.26,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55936.30,2.8167,16529.90,0.8324,0.7975,2104,1.6955,2.36,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55745.80,2.8071,16579.60,0.8349,0.7999,2107,1.6979,2.21,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55857.80,2.8127,16558.70,0.8338,0.7989,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55886.60,2.8142,16506.00,0.8312,0.7963,2128,1.7149,1.13,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55835.40,2.8116,16494.70,0.8306,0.7958,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55760.20,2.8078,16563.50,0.8341,0.7991,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55981.10,2.8189,16485.20,0.8301,0.7953,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55302.50,2.7847,16569.90,0.8344,0.7994,2107,1.6979,2.21,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55824.20,2.8110,16453.10,0.8285,0.7938,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55907.40,2.8152,16477.10,0.8297,0.7949,2114,1.7036,1.85,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56131.50,2.8265,16581.30,0.8349,0.7999,2117,1.7060,1.69,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55321.70,2.7857,16544.50,0.8331,0.7982,2113,1.7028,1.90,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55043.30,2.7717,16417.80,0.8267,0.7921,2111,1.7012,2.00,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55675.40,2.8035,16344.20,0.8230,0.7885,2098,1.6907,2.67,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55787.40,2.8092,16328.30,0.8222,0.7877,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55632.20,2.8013,16350.60,0.8233,0.7888,2101,1.6931,2.51,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55601.80,2.7998,16456.40,0.8287,0.7939,2101,1.6931,2.51,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55664.30,2.8030,16317.00,0.8216,0.7872,2102,1.6939,2.46,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55741.00,2.8068,16321.90,0.8219,0.7874,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55512.20,2.7953,16443.50,0.8280,0.7933,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55397.00,2.7895,16422.80,0.8270,0.7923,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55705.80,2.8051,16352.30,0.8234,0.7889,2110,1.7004,2.05,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56136.40,2.8267,16382.70,0.8249,0.7904,2111,1.7012,2.00,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55545.80,2.7970,16381.10,0.8249,0.7903,2109,1.6996,2.10,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),56299.60,2.8350,16390.70,0.8253,0.7908,2105,1.6963,2.31,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55397.00,2.7895,16313.70,0.8215,0.7870,2108,1.6988,2.15,27.19
HujanGaram,8.65,13.6,BASA,TIDAK LAYAK,TDS Ekstrem (Garam),55493.00,2.7943,16409.90,0.8263,0.7917,2101,1.6931,2.51,27.19
